캠핑장명,키워드,선택인원
고사포야영장,"""사진이 잘 나와요""",1
고사포야영장,"""공용시설 관리가 잘돼요""",1
고사포야영장,"""사이트 간격이 넓어요""",1
고사포야영장,"""물놀이하기 좋아요""",1
가평 북두칠성 글램핑,"""깨끗해요""",1393
가평 북두칠성 글램핑,"""뷰가 좋아요""",758
가평 북두칠성 글램핑,"""조용히 쉬기 좋아요""",713
가평 북두칠성 글램핑,"""친절해요""",628
가평 북두칠성 글램핑,"""화장실이 잘 되어있어요""",604
가평 북두칠성 글램핑,"""온수가 잘 나와요""",472
가평 북두칠성 글램핑,"""바비큐 해먹기 좋아요 """,458
가평 북두칠성 글램핑,"""사진이 잘 나와요""",387
가평 북두칠성 글램핑,"""주차하기 편해요""",292
가평 북두칠성 글램핑,"""냉난방이 잘돼요""",271
가평 북두칠성 글램핑,"""인테리어가 멋져요""",265
가평 북두칠성 글램핑,"""침구가 좋아요""",207
가평 북두칠성 글램핑,"""개수대가 잘 되어있어요""",172
가평 북두칠성 글램핑,"""공용시설 관리가 잘돼요""",138
가평 북두칠성 글램핑,"""물놀이하기 좋아요""",122
가평 북두칠성 글램핑,"""벌레 걱정 없어요""",95
가평 북두칠성 글램핑,"""파티하기 좋아요""",60
가평 북두칠성 글램핑,"""편의시설이 잘 되어있어요""",46
가평 북두칠성 글램핑,"""전기 사용이 편해요""",37
가평 북두칠성 글램핑,"""컨셉이 독특해요""",33
가평 북두칠성 글램핑,"""매너타임이 잘 지켜져요""",33
가평 북두칠성 글램핑,"""가성비가 좋아요""",31
가평 북두칠성 글램핑,"""그늘이 많아요""",29
가평 북두칠성 글램핑,"""사이트 간격이 넓어요""",26
가평 북두칠성 글램핑,"""즐길 거리가 많아요""",25
가평 북두칠성 글램핑,"""취사시설이 잘 되어있어요""",23
가평 북두칠성 글램핑,"""마트 이용이 편해요""",21
가평 북두칠성 글램핑,"""픽업서비스가 편해요""",19
가평 북두칠성 글램핑,"""아이와 가기 좋아요""",10
가평 북두칠성 글램핑,"""방음이 잘돼요""",10
가평 북두칠성 글램핑,"""보안시설이 잘 되어있어요""",9
가평 북두칠성 글램핑,"""비싼 만큼 가치있어요""",2
가평 북두칠성 글램핑,"""대중교통이 편해요""",2
세모,"""음식이 맛있어요""",485
세모,"""특별한 메뉴가 있어요""",293
세모,"""재료가 신선해요""",153
세모,"""혼밥하기 좋아요""",143
세모,"""가성비가 좋아요""",116
세모,"""인테리어가 멋져요""",92
세모,"""친절해요""",84
세모,"""포장이 깔끔해요""",76
세모,"""매장이 청결해요""",42
세모,"""메뉴 구성이 알차요""",39
세모,"""음식이 빨리 나와요""",28
세모,"""주차하기 편해요""",25
세모,"""컨셉이 독특해요""",24
세모,"""사진이 잘 나와요""",21
세모,"""뷰가 좋아요""",19
세모,"""특별한 날 가기 좋아요""",13
세모,"""양이 많아요""",10
세모,"""건강한 맛이에요""",10
세모,"""아늑해요""",7
세모,"""야외공간이 멋져요""",5
세모,"""매장이 넓어요""",2
세모,"""차분한 분위기예요""",1
세모,"""현지 맛에 가까워요""",1
세모,"""반려동물과 가기 좋아요""",1
세모,"""비싼 만큼 가치있어요""",1
세모,"""화장실이 깨끗해요""",1
포레스테이,"""뷰가 좋아요""",465
포레스테이,"""깨끗해요""",406
포레스테이,"""친절해요""",367
포레스테이,"""조용히 쉬기 좋아요""",336
포레스테이,"""침구가 좋아요""",198
포레스테이,"""인테리어가 멋져요""",182
포레스테이,"""사진이 잘 나와요""",146
포레스테이,"""냉난방이 잘돼요""",127
포레스테이,"""주차하기 편해요""",82
포레스테이,"""화장실이 잘 되어있어요""",51
포레스테이,"""근처에 갈 곳이 많아요""",43
포레스테이,"""방음이 잘돼요""",40
포레스테이,"""취사시설이 잘 되어있어요""",10
포레스테이,"""벌레 걱정 없어요""",9
포레스테이,"""대중교통이 편해요""",9
포레스테이,"""즐길 거리가 많아요""",5
포레스테이,"""가성비가 좋아요""",4
포레스테이,"""비싼 만큼 가치있어요""",4
포레스테이,"""편의시설이 잘 되어있어요""",3
포레스테이,"""물놀이하기 좋아요""",2
포레스테이,"""컨셉이 독특해요""",1
포레스테이,"""아이와 가기 좋아요""",1
포레스테이,"""보안시설이 잘 되어있어요""",1
비학산자연휴양림,"""친절해요""",23
비학산자연휴양림,"""주차하기 편해요""",15
비학산자연휴양림,"""조용히 쉬기 좋아요""",13
비학산자연휴양림,"""깨끗해요""",9
비학산자연휴양림,"""근처에 갈 곳이 많아요""",5
비학산자연휴양림,"""사진이 잘 나와요""",5
비학산자연휴양림,"""대중교통이 편해요""",5
비학산자연휴양림,"""인테리어가 멋져요""",4
비학산자연휴양림,"""냉난방이 잘돼요""",4
비학산자연휴양림,"""화장실이 잘 되어있어요""",3
비학산자연휴양림,"""즐길 거리가 많아요""",2
비학산자연휴양림,"""뷰가 좋아요""",2
비학산자연휴양림,"""침구가 좋아요""",1
비학산자연휴양림,"""물놀이하기 좋아요""",1
용인자연휴양림,"""산책로가 잘 되어있어요""",887
용인자연휴양림,"""뷰가 좋아요""",447
용인자연휴양림,"""주차하기 편해요""",436
용인자연휴양림,"""조용히 쉬기 좋아요""",416
용인자연휴양림,"""가격이 합리적이에요""",219
용인자연휴양림,"""사진이 잘 나와요""",206
용인자연휴양림,"""볼거리가 많아요""",144
용인자연휴양림,"""편의시설이 잘 되어있어요""",144
용인자연휴양림,"""근처에 갈 곳이 많아요""",54
용인자연휴양림,"""대중교통이 편해요""",16
용인자연휴양림,"""피크닉하기 좋아요""",11
용인자연휴양림,"""아이와 가기 좋아요""",10
용인자연휴양림,"""관리가 잘 되어있어요""",9
용인자연휴양림,"""규모가 커요""",7
용인자연휴양림,"""화장실이 깨끗해요""",5
용인자연휴양림,"""붐비지 않아요""",4
용인자연휴양림,"""방문객이 많아요""",3
용인자연휴양림,"""숙박하기 좋아요""",2
용인자연휴양림,"""체험 프로그램이 다양해요""",2
용인자연휴양림,"""반려동물과 가기 좋아요""",1
용인자연휴양림,"""경관이 독특해요""",1
뱀사골자동차야영장,"""깨끗해요""",8
뱀사골자동차야영장,"""화장실이 잘 되어있어요""",6
뱀사골자동차야영장,"""뷰가 좋아요""",6
뱀사골자동차야영장,"""조용히 쉬기 좋아요""",5
뱀사골자동차야영장,"""주차하기 편해요""",5
뱀사골자동차야영장,"""그늘이 많아요""",5
뱀사골자동차야영장,"""물놀이하기 좋아요""",5
뱀사골자동차야영장,"""사진이 잘 나와요""",3
뱀사골자동차야영장,"""공용시설 관리가 잘돼요""",2
뱀사골자동차야영장,"""개수대가 잘 되어있어요""",2
뱀사골자동차야영장,"""사이트 간격이 넓어요""",2
뱀사골자동차야영장,"""바비큐 해먹기 좋아요 """,1
뱀사골자동차야영장,"""매너타임이 잘 지켜져요""",1
대봉캠핑랜드,"""깨끗해요""",11
대봉캠핑랜드,"""뷰가 좋아요""",7
대봉캠핑랜드,"""조용히 쉬기 좋아요""",4
대봉캠핑랜드,"""주차하기 편해요""",4
대봉캠핑랜드,"""온수가 잘 나와요""",3
대봉캠핑랜드,"""바비큐 해먹기 좋아요 """,2
대봉캠핑랜드,"""매너타임이 잘 지켜져요""",2
대봉캠핑랜드,"""공용시설 관리가 잘돼요""",2
대봉캠핑랜드,"""개수대가 잘 되어있어요""",2
대봉캠핑랜드,"""화장실이 잘 되어있어요""",2
대봉캠핑랜드,"""아이와 가기 좋아요""",1
대봉캠핑랜드,"""친절해요""",1
대봉캠핑랜드,"""사진이 잘 나와요""",1
대봉캠핑랜드,"""그늘이 많아요""",1
파주 성수캠핑장,"""깨끗해요""",14
파주 성수캠핑장,"""친절해요""",9
파주 성수캠핑장,"""온수가 잘 나와요""",9
파주 성수캠핑장,"""개수대가 잘 되어있어요""",8
파주 성수캠핑장,"""화장실이 잘 되어있어요""",8
파주 성수캠핑장,"""조용히 쉬기 좋아요""",6
파주 성수캠핑장,"""매너타임이 잘 지켜져요""",4
파주 성수캠핑장,"""벌레 걱정 없어요""",2
파주 성수캠핑장,"""주차하기 편해요""",2
파주 성수캠핑장,"""전기 사용이 편해요""",1
파주 성수캠핑장,"""아이와 가기 좋아요""",1
파주 성수캠핑장,"""공용시설 관리가 잘돼요""",1
파주 성수캠핑장,"""그늘이 많아요""",1
파주 성수캠핑장,"""사이트 간격이 넓어요""",1
토함산자연휴양림,"""산책로가 잘 되어있어요""",33
토함산자연휴양림,"""조용히 쉬기 좋아요""",23
토함산자연휴양림,"""뷰가 좋아요""",22
토함산자연휴양림,"""주차하기 편해요""",17
토함산자연휴양림,"""가격이 합리적이에요""",11
토함산자연휴양림,"""사진이 잘 나와요""",7
토함산자연휴양림,"""근처에 갈 곳이 많아요""",5
토함산자연휴양림,"""볼거리가 많아요""",3
토함산자연휴양림,"""편의시설이 잘 되어있어요""",3
토함산자연휴양림,"""숙박하기 좋아요""",1
토함산자연휴양림,"""반려동물과 가기 좋아요""",1
캠프나인,"""깨끗해요""",48
캠프나인,"""화장실이 잘 되어있어요""",31
캠프나인,"""뷰가 좋아요""",29
캠프나인,"""조용히 쉬기 좋아요""",26
캠프나인,"""온수가 잘 나와요""",26
캠프나인,"""친절해요""",16
캠프나인,"""냉난방이 잘돼요""",13
캠프나인,"""침구가 좋아요""",12
캠프나인,"""주차하기 편해요""",9
캠프나인,"""바비큐 해먹기 좋아요 """,5
캠프나인,"""취사시설이 잘 되어있어요""",4
캠프나인,"""개수대가 잘 되어있어요""",4
캠프나인,"""사진이 잘 나와요""",3
캠프나인,"""물놀이하기 좋아요""",3
캠프나인,"""인테리어가 멋져요""",2
캠프나인,"""공용시설 관리가 잘돼요""",2
캠프나인,"""컨셉이 독특해요""",1
캠프나인,"""전기 사용이 편해요""",1
캠프나인,"""즐길 거리가 많아요""",1
캠프나인,"""편의시설이 잘 되어있어요""",1
캠프나인,"""벌레 걱정 없어요""",1
어은돌힐링캠핑장,"""뷰가 좋아요""",8
어은돌힐링캠핑장,"""깨끗해요""",4
어은돌힐링캠핑장,"""온수가 잘 나와요""",4
어은돌힐링캠핑장,"""조용히 쉬기 좋아요""",3
어은돌힐링캠핑장,"""주차하기 편해요""",3
어은돌힐링캠핑장,"""공용시설 관리가 잘돼요""",3
어은돌힐링캠핑장,"""바비큐 해먹기 좋아요 """,2
어은돌힐링캠핑장,"""사진이 잘 나와요""",2
어은돌힐링캠핑장,"""개수대가 잘 되어있어요""",2
어은돌힐링캠핑장,"""사이트 간격이 넓어요""",2
어은돌힐링캠핑장,"""친절해요""",1
어은돌힐링캠핑장,"""매너타임이 잘 지켜져요""",1
어은돌힐링캠핑장,"""반려동물과 가기 좋아요""",1
어은돌힐링캠핑장,"""화장실이 잘 되어있어요""",1
황방산생태야영장,"""화장실이 잘 되어있어요""",17
황방산생태야영장,"""깨끗해요""",15
황방산생태야영장,"""공용시설 관리가 잘돼요""",14
황방산생태야영장,"""주차하기 편해요""",11
황방산생태야영장,"""온수가 잘 나와요""",11
황방산생태야영장,"""조용히 쉬기 좋아요""",9
황방산생태야영장,"""개수대가 잘 되어있어요""",8
황방산생태야영장,"""매너타임이 잘 지켜져요""",7
황방산생태야영장,"""뷰가 좋아요""",5
황방산생태야영장,"""바비큐 해먹기 좋아요 """,3
황방산생태야영장,"""그늘이 많아요""",3
황방산생태야영장,"""사이트 간격이 넓어요""",3
황방산생태야영장,"""사진이 잘 나와요""",2
황방산생태야영장,"""벌레 걱정 없어요""",1
캠프스테이,"""깨끗해요""",171
캠프스테이,"""화장실이 잘 되어있어요""",171
캠프스테이,"""조용히 쉬기 좋아요""",128
캠프스테이,"""온수가 잘 나와요""",98
캠프스테이,"""뷰가 좋아요""",82
캠프스테이,"""주차하기 편해요""",64
캠프스테이,"""개수대가 잘 되어있어요""",62
캠프스테이,"""매너타임이 잘 지켜져요""",61
캠프스테이,"""친절해요""",52
캠프스테이,"""공용시설 관리가 잘돼요""",42
캠프스테이,"""바비큐 해먹기 좋아요 """,40
캠프스테이,"""물놀이하기 좋아요""",38
캠프스테이,"""사이트 간격이 넓어요""",26
캠프스테이,"""냉난방이 잘돼요""",20
캠프스테이,"""벌레 걱정 없어요""",15
캠프스테이,"""그늘이 많아요""",15
캠프스테이,"""전기 사용이 편해요""",12
캠프스테이,"""사진이 잘 나와요""",11
캠프스테이,"""취사시설이 잘 되어있어요""",10
캠프스테이,"""방음이 잘돼요""",8
캠프스테이,"""침구가 좋아요""",6
캠프스테이,"""아이와 가기 좋아요""",4
캠프스테이,"""근처에 갈 곳이 많아요""",3
캠프스테이,"""가성비가 좋아요""",3
캠프스테이,"""컨셉이 독특해요""",1
캠프스테이,"""즐길 거리가 많아요""",1
캠프스테이,"""편의시설이 잘 되어있어요""",1
캠프스테이,"""인테리어가 멋져요""",1
핏들캠핑장,"""깨끗해요""",7
핏들캠핑장,"""조용히 쉬기 좋아요""",6
핏들캠핑장,"""화장실이 잘 되어있어요""",5
핏들캠핑장,"""물놀이하기 좋아요""",5
핏들캠핑장,"""그늘이 많아요""",4
핏들캠핑장,"""뷰가 좋아요""",4
핏들캠핑장,"""주차하기 편해요""",3
핏들캠핑장,"""공용시설 관리가 잘돼요""",2
핏들캠핑장,"""개수대가 잘 되어있어요""",2
핏들캠핑장,"""바비큐 해먹기 좋아요 """,1
핏들캠핑장,"""매너타임이 잘 지켜져요""",1
핏들캠핑장,"""사이트 간격이 넓어요""",1
노을숲캠핑장,"""화장실이 잘 되어있어요""",9
노을숲캠핑장,"""깨끗해요""",8
노을숲캠핑장,"""온수가 잘 나와요""",8
노을숲캠핑장,"""개수대가 잘 되어있어요""",6
노을숲캠핑장,"""조용히 쉬기 좋아요""",4
노을숲캠핑장,"""매너타임이 잘 지켜져요""",3
노을숲캠핑장,"""뷰가 좋아요""",3
노을숲캠핑장,"""친절해요""",2
노을숲캠핑장,"""바비큐 해먹기 좋아요 """,1
노을숲캠핑장,"""벌레 걱정 없어요""",1
노을숲캠핑장,"""주차하기 편해요""",1
노을숲캠핑장,"""공용시설 관리가 잘돼요""",1
에제르파크,"""깨끗해요""",299
에제르파크,"""바비큐 해먹기 좋아요 """,292
에제르파크,"""주차하기 편해요""",250
에제르파크,"""화장실이 잘 되어있어요""",234
에제르파크,"""개수대가 잘 되어있어요""",182
에제르파크,"""공용시설 관리가 잘돼요""",155
에제르파크,"""조용히 쉬기 좋아요""",140
에제르파크,"""온수가 잘 나와요""",106
에제르파크,"""뷰가 좋아요""",95
에제르파크,"""사진이 잘 나와요""",89
에제르파크,"""사이트 간격이 넓어요""",50
에제르파크,"""친절해요""",46
에제르파크,"""아이와 가기 좋아요""",44
